VENDOR,PARTNUMBER,DESCRIPTION,LOCATION,QUANTITY,CONDITION
HUAWEI,03030CBF,TN11SCC01 System Control and Communication Board OSN  6800 ,150122PILv,182,USED
HUAWEI,03030QEJ,IT0E01FAN000 OSCA Fan Unit,150122PILv,182,USED
ERICSSON,BKV106135/1,ERICSSON FAN UNIT,150122PILv,180,USED
HUAWEI,03053299,WP1D000DPU05 Transcoder Unit(1920 Channel for TDM /3840 Channel for TDM&IP/7680 Channel for IP&IP),150122PILv,178,USED
HUAWEI,03030LPM,HERT BBU - WD22GTMUb - GBTS Main Processing & Transmission Unit (4E1 + 2FE + 6CPRI + 1EXT),150122PILv,177,USED
HUAWEI,03021YVH,TNM1EGS4 - 4-port Gigabit Ethernet Switching Processing Board,150122PILv,177,USED
ERICSSON,KDU137596/2,SIU-02 With Fan Module,150122PILv,167,USED
HUAWEI,03030PGR,ANDD000FAN03 ATN 950B - and1FAN03,150122PILv,162,USED
ERICSSON,ROJ208306/2,R1F,150122PILv,161,USED
COMMSCOPE,CMAX-OMF1-CPUSEI53,LOW PIM Omni MIMO IN-BUILDING Antenna,150122PILv,157,USED
HUAWEI,03054885,WD2DUMPTB101 Universal Main Processing & Transmission unit with 4E1 and 2FE/GE interface UMPTb1,150122PILv,157,USED
ERICSSON,KRC161260/1,RUS-02 900 MHZ,150122PILv,156,USED
CISCO,WS-X6748-GE-TX,48-port 10/100/1000BASE-T switching Module. ,150122PILv,155,USED
CISCO,WS-X6148A-GE-TX,CISCO Catalyst 6500 48-port 10/100/1000 w/Jumbo Fr,150122PILv,153,USED
HUAWEI,03020RBJ,HYBRID SYSTEM CONTROL AND CROSS-CONNECT BOARD,150122PILv,152,USED
HUAWEI,03038334,SSR1SLQ101  6-Port 100GE QSFP28 Interface BOARD (X6E - QSFP28,150122PILv,152,USED
HUAWEI,02310QNN,2200 W DC Power Supply,150122PILv,146,USED
HUAWEI,03020WQV,SLB1PIU RTN 980 Power Interface Unit,150122PILv,146,USED
ERICSSON,BFD50908/4,FAN,150122PILv,145,USED
NOKIA,3AL79092AA,1660SM PORT 63X2 MB/S 1.0/2.3 G703/ISDN-PRA,150122PILv,140,USED
HUAWEI,03051116,PARC WP11GCUA GENERAL CLOCK BOARD Rev.A,150122PILv,136,USED
HUAWEI,02120370,BASE STATION Controller 9 Fan Unit,150122PILv,134,USED
ERICSSON,BML231202/1,RBS 2206 PSU:Power Supply unit,150122PILv,134,USED
HUAWEI,03022JAP,ANDD00CXPB02 System Control -Cross-connect and Multi-protocol Process Unit,150122PILv,134,USED
HUAWEI,02310UPA,RRU3826 2100MHz 80W,150122PILv,130,USED
HUAWEI,03051814,PARC WP13DPUd DATA PROCESSING UNIT REV:d,150122PILv,130,USED
ERICSSON,UKL40163/73,RAU2 X 23/73,150122PILv,130,USED
ERICSSON,ROJ208323/4,SCB-RP,150122PILv,129,USED
HUAWEI,03052780,PARC WP11XPUb Extensible Processing Unit REVb BSC 6900,150122PILv,127,USED
,02120699,02120699-FAN-12C Fan Module,150122PILv,126,USED
HUAWEI,03020JTN,OPTIX OSN 6800.TN11PIU02.POWER INTERFACE Unit,150122PILv,126,USED
HUAWEI,03051121,PARC WP11EIUA 32-PORT E1-T1 CIRCUIT INTERFACE UNIT REV:A,150122PILv,123,USED
ERICSSON,BMR91147/1,PSU-DC-31,150122PILv,121,USED
ERICSSON,ROJ1192187/14,PRINTED Board ASSEMB/RAX;RANDOM ACCESS A,150122PILv,121,USED
NOKIA,3AL89668AA,1660SM PORT 16XSTM1 - 4XSTM4,150122PILv,120,USED
ERICSSON,UKL40163/72,RAU2 X 23/72,150122PILv,119,USED
ERICSSON,BKV106135/2,ERICSSON FAN UNIT,150122PILv,118,USED
HUAWEI,03021PFK,SL91ISV3 Versatile IF Board,150122PILv,118,USED
ERICSSON,ROJR208003/1,LTU 155 o/e,150122PILv,116,USED
NOKIA,3AL79772AA,FAN UNIT FOR FAN SHELF 19,150122PILv,115,USED
HUAWEI,03021KNY,CE-SFU12C. CE12812 Switch Fabric Unit,150122PILv,115,USED
ERICSSON,ROJ208410/2,GESB,150122PILv,113,USED
HUAWEI,03053369,WP1D000DPU06 Data Processing Unit (1024 PDCH),150122PILv,112,USED
ERICSSON,KRC161149/1-02,RBS 2216 DRU  -Transceiver-EGSM DRU9E-02,150122PILv,112,USED
HUAWEI,03051730,WP11SPUa  SIGNALING PROCESSING UNIT REV:A,150122PILv,108,USED
ERICSSON,ROJ208840/3,GEP3-HD300,150122PILv,108,USED
ERICSSON,ROJ208304/2,XDB-2,150122PILv,108,USED
HUAWEI,03020NBH,TNH2SL1Q OptiX OSN 550 Optical/Electrical Interface SL1Q Board,150122PILv,106,USED
HUAWEI,03053401,CN22UPBA6 UNIVERSAL PROCESS BLADE -1CPU+3*8GDDR3+2*300G HDDPART OF SERVER OSTA2.0,150122PILv,106,USED
ERICSSON,BGM1361006/1,SCU 01 01,150122PILv,105,USED
CISCO,A99-SFC2,The CISCO ASR 9900 Switch Fabric Board ,150122PILv,105,USED
HUAWEI,02315804,WRFU 2100 Radio BASE STATION TXRX 2100MHZ 80W,150122PILv,103,USED
ERICSSON,ROJ1192413/1,FVPP,150122PILv,103,USED
NOKIA,3AL91880AA,A120S1SE ,150122PILv,102,USED
HUAWEI,03021HPR,WBBPF4,150122PILv,100,USED
HUAWEI,03030JUA,NE40E-X8 8-port OC-3c/STM-1c POS-SFP Flexible Board,150122PILv,99,USED
ERICSSON,ROJ208386/2,SCXB2,150122PILv,99,USED
ERICSSON,ROJ1192109/3,SXB34ISL 630MB/S,150122PILv,99,USED
HUAWEI,52090AHZ,Rectifier Control Unit SMU02B (write SMU02B on PN to sell),150122PILv,98,USED
HUAWEI,03056114,ANDD00EM8F01 8 Channels GE/FE Optical Interface Board,150122PILv,98,USED
HUAWEI,02318471,BTS3900/A -WD5MMRFU78 -V2 -Multi-Mode Transceiver Unit -900M RX880-915MHz/TX925-960MHz,150122PILv,96,USED
ERICSSON,BMG980336/7,PDU 01 04 ,150122PILv,95,USED
HUAWEI,03054280,ANDD00EM8T00 8 Channels GE/FE Electric Interface Board,150122PILv,95,USED
HUAWEI,03051816,PARC WP13DPUb DATA PROCESSING UNIT REV:b,150122PILv,94,USED
HUAWEI,02120577,BBU3900 FAN WD2M000FAN02 | Fan module ,150122PILv,91,USED
ERICSSON,BGK90118/2,SHU 0201,150122PILv,91,USED
CISCO,ASR-9010-FAN,CISCO ASR-9010 FAN Tray,150122PILv,91,USED
HUAWEI,03020VVW,OPTIX RTN 950a SL91ISX2 TDM/Hybrid/Packet Integration XPIC IF Board,150122PILv,89,USED
HUAWEI,03022HEJ,WD2DUBBPD300 Universal Baseband Processing Unit d3,150122PILv,89,USED
ERICSSON,UKL40172/12,RAU2 X 38/12 KIT 128 QAM,150122PILv,89,USED
CISCO,CISCO878,CISCO 878 ROUTER,150122PILv,88,USED
ERICSSON,ROJ208450/1,PM.,150122PILv,88,USED
HUAWEI,03030LJX,TN12LOGT02 OSN 8800 8*Gigabit Ethernet Board(AFEC -Super WDM -Tunable) -50GHz(800ps/nm -Rx1_PIN -Tx1_-3dBm~2dBm -LC),150122PILv,87,USED
HUAWEI,03038480,SSR2AUX -System Auxiliary Interface Board - OptiX OSN 1500,150122PILv,86,USED
ERICSSON,ROJ1192345/1,PRINTED Board ASSEMB/ET-IPG:1GB/S 4PRT X,150122PILv,86,USED
NOKIA,3HE03619AA,IOM3-XP,150122PILv,85,USED
HUAWEI,03021YUV,CE-SFU12A CE12812 Switch Fabric Unit A,150122PILv,85,USED
ERICSSON,ROJ1192106/53,GPB531GHZ 1GB/1.5-2,150122PILv,85,USED
HUAWEI,03052588,USIA1,150122PILv,84,USED
CISCO,WS-X6724-SFP,CISCO Catalyst 6500 24-port GigE Mod: fabric-enabl,150122PILv,84,USED
HUAWEI,03020FED,Universal E1/T1 Lighting Protection unit,150122PILv,83,USED
HUAWEI,02310DRN,1-Port 4 Pair G.SHDSL WAN Interface Module,150122PILv,82,USED
HUAWEI,03051493,PARC WP11GOUA 2-PORT PACKET OVER OPTICAL GE ETHERNET INTERFACE REV:A,150122PILv,82,USED
NOKIA,3HE03612AA,M20-1GB,150122PILv,80,USED
HUAWEI,03020BRS,Optix PTN 960 FAN,150122PILv,80,USED
HUAWEI,03020EHL,SSN3EGS4 OSN 3500 Switching Board x4,150122PILv,80,USED
HUAWEI,02239582,SERVICE AWARE UNIT (SAU Board),150122PILv,79,USED
HUAWEI,02319575,RRU3806 - WD5MARU281 - Distributed Base Station Radio Remote Unit (-48 V - EDHT 80 W - 2100 M - with Mount Accessories)_60 MHz,150122PILv,78,USED
HUAWEI,03053404,CN22UPBA0  - Universal Process Blade  - 1CPU+3*8G DDR3+4G FLASH OSTA2.0 ,150122PILv,78,USED
HUAWEI,02310LKL,IT1MPOWERM00 EPW3000-12A 3000W platinum AC Power Supply Unit,150122PILv,78,USED
HUAWEI,03022GAC,Fan Board - NO REFERENCE,150122PILv,77,USED
CISCO,WS-F6700-DFC3C,CISCO Catalyst 6500 Dist Fwd Board- 3CXL - for WS-X6,150122PILv,76,USED
ERICSSON,BFD50914/1,FAU1 (20p fan unit) .,150122PILv,75,USED
HUAWEI,03030KKR,CR52-MPUD  main processing unit D(Including 1*2G m,150122PILv,74,USED
HUAWEI,02120529,CR52-PEMA 48V DC Power Entry Module NE40E-X3,150122PILv,74,USED
HUAWEI,52413318,ODU(XMC-2-10G) Microwave ODU -RTN XMC -10G --2 -91MHz -Sub Band C -Low site -H -10556MHz -10587MHz -Without doc -WR-90 -H01.,150122PILv,73,USED
HUAWEI,03031MXR,GM5D0GTMUC00  Main Control and Transport unit(4E1&1 electrical FE/GE &1 optical FE/GE).,150122PILv,73,USED
DELTA,DHF-2DC-4400W,SWITCHING Power Supply DELTA,150122PILv,72,USED
HUAWEI,03054355,WP2PGPSPUF01 ENHANCED SERVICE PROCESSING UNIT F GGSN9811 UGW9811,150122PILv,72,USED
ERICSSON,ROJ1192334/3,SCB-TF,150122PILv,72,USED
ERICSSON,ROA1283242/1,Board,150122PILv,71,USED
HUAWEI,03054447,CR5DLPUF5070 Flexible Card Line Processing Unit(LPUF-50.four slots),150122PILv,71,USED
HUAWEI,03053067,WP11SCUb GE Switching and Control Unit REV:b,150122PILv,71,USED
NEC,NWA-016340-001,NEC RL PWR -48V8A,150122PILv,70,USED
CISCO,ASR-9922-SFC110,Switch Fabric Board/110G,150122PILv,70,USED
NEC,NWA-014580-002,NEC RL Board DC-DC CONV,150122PILv,69,USED
CISCO,A9K-RSP440-SE,CISCO A9K-RSP440-SE Route Switch Processor-Line Board ASR 9000,150122PILv,69,USED
ERICSSON,BFD599028/1,20P TN B ,150122PILv,68,USED
ERICSSON,BOE60221/1,FUNCTIONAL UNIT/DXU-23,150122PILv,68,USED
ERICSSON,ROJ208814/2,GEP2-12GB Board,150122PILv,68,USED
ERICSSON,ROJ208866/5,GEP5-64 Board,150122PILv,68,USED
CISCO,N7K-C7009-FAB-2,CISCO Nexus 7000 Switches Fabric-2 Modules,150122PILv,68,USED
ERICSSON,BML161174/1,Rectifier/PSU AC 01; Power Supply UNIT,150122PILv,67,USED
NEC,NWA-014540-008,NEC RL MODEM,150122PILv,67,USED
NOKIA,3AL78830AE,1660SM CONGI CARD (03 & AA02 versions),150122PILv,66,USED
NEC,NWA-014197-051,NEC RL SD DATE Board,150122PILv,66,USED
NEC,NWA-013907-153,NEC RL TRANSMITTER RECEIVER Board,150122PILv,66,USED
HUAWEI,02120540,USN9810 FAN FRAME CN2E02FFB CGA,150122PILv,66,USED
ERICSSON,ROA1284573/3,SSR SMART SERVICES Board,150122PILv,66,USED
HUAWEI,03020KWP,BBU3900 - QWL1WBBPB3 - WCDMA BaseBand Processing&Interface Unit,150122PILv,63,USED
HUAWEI,03053150,SL9D00EM6F02 4 * FE (RJ45)/2 *GE(SFP) Fast/Gigabit Ethernet Board with switch function(1000BaseLX.LC),150122PILv,63,USED
HUAWEI,03038461,CR53-LPUF-10 Flexible Card Line Processing Unit(LPUF-10 -four slots) NE40E-X16,150122PILv,62,USED
ERICSSON,BMG90766/1,DCCU-12 (INDOOR),150122PILv,62,USED
NOKIA,3AL78821BA,1660 SM 4xSTM-1 Optical / Electrical Board (w/o mo,150122PILv,61,USED
HUAWEI,021UDH,RTN 950A CSHO,150122PILv,61,USED
HUAWEI,03030DTW,TN11RMU901  9-PORT ROADM MULTIPLEXING BOARD C_BAND OSN 6800,150122PILv,60,USED
CISCO,ME-3400-24TS-A,24-Port Metro Ethernet Access Switch,150122PILv,60,USED
NEC,NWA-014520-002,NEC RL OPT INTFC Board,150122PILv,59,USED
HUAWEI,52413319,ODU(XMC-2-10G) Microwave ODU -RTN XMC -10G --2 -91MHz -Sub Band C -High site -H -10647MHz -10678MHz -Without doc -WR-90 -H01.,150122PILv,58,USED
CISCO,WS-X4748-RJ45+E,CISCO Catalyst 4510 Series Line Board,150122PILv,58,USED
HUAWEI,02310CNK,LS5MPSD17  Power Module 170W DC,150122PILv,57,USED
HUAWEI,02316361,GM5M4DRFU  - DOUBLE Radio AND FILTER UNIT,150122PILv,56,USED
NOKIA,3AL92113AA,SSY-8XSTM1-4/8XOC3-12 PORT,150122PILv,56,USED
HUAWEI,03020KAX,H801SCUN MA5680T GPON H80-SCUN - Super Control Unit Board ,150122PILv,56,USED
HUAWEI,03020VWW,SLB1CSHN CSHN Nodal System Control and Cross-connect Board,150122PILv,56,USED
NOKIA,3HE06792AA,Fan Module for SAR-8 Shelf V2 Ext. Temp (-48VDC).,150122PILv,55,USED
HUAWEI,03054207,CR5D0SRUA770. Switch and Route Processing Unit A7,150122PILv,55,USED
HUAWEI,03030GYN,TN12VA401 OSN 6800 4-Channel Variable Optical Attenuator Board,150122PILv,54,USED
HUAWEI,03054282,ANDD00EM8F00 8 Channels GE/FE Optical Interface Board,150122PILv,54,USED
ERICSSON,UKL40175/56,RAU2 X 26/56,150122PILv,54,USED
ERICSSON,ROJ1192108/4,SCB34ISL 630MB/S,150122PILv,54,USED
ERICSSON,KRC1311002/2,EDGE dTRU 900MHz,150122PILv,53,USED
HUAWEI,03052589,USIA7,150122PILv,53,USED
HUAWEI,02238806,Wp11omua,150122PILv,53,USED
ERICSSON,BMG980336/2,DISTR.EQ/PDU 01/01 -P DISTR,150122PILv,52,USED
ERICSSON,ROJ208504/1,CMXB,150122PILv,52,USED
ERICSSON,ROA2191123/60,NODE Board FAB3,150122PILv,52,USED
HUAWEI,02310CGS,HUAWEI RRU3828  2100MHz UMTS for DBS3900 DBS5900,150122PILv,51,USED
NOKIA,8DG25556AA,,150122PILv,51,USED
HUAWEI,03021YUW,48-Port-10GE Interface Card(EF -SFP+).,150122PILv,51,USED
HUAWEI,03053461,WP1X000OMU02 - WP11POMUc  - OPERATION AND MAINTENANCE UNIT ,150122PILv,51,USED
HUAWEI,02112722,HERT BBU.WD2BBBUC.HERT BBU BOX,150122PILv,50,USED
HUAWEI,52413778,ODU XMC 3 Microwave ODU -RTN XMC -26G --3 -Low site -H -24829MHz -25165MHz -25837MHz -26173MHz -Without doc -WR-42 -H01 -1008MHz -Sub Band B -24829MHz -25165MHz,150122PILv,50,USED
ERICSSON,KDU137569/1,GSM EQUIPMENT,150122PILv,50,USED
ERICSSON,ROJ208394/1,EPB1 ,150122PILv,50,USED
CISCO,A9K-2KW-DC,CISCO ASR 9000  2KW DC POWER Module,150122PILv,50,USED
NOKIA,3AL78817AA,Service,150122PILv,48,USED
HUAWEI,03024HRC,SL91EM6 4*GE(SFP/RJ45)+2*FE(RJ45) Gigabit Ethernet Board with switch function RTN 950a,150122PILv,48,USED
HUAWEI,03054387,ANDD16E11202 16 Channels E1 Interface Board(120ohm),150122PILv,48,USED
HUAWEI,S3328TP-EI-MC,S3328TP-EI-MC Mainframe 24 10/100 BASE-T ports and 2 Combo GE(10/100/1000 Rj-45+100/1000 SFP) ports and 2 SFP ports ,150122PILv,48,USED
ERICSSON,BMG907026/1,BFU 31 FOR BBS 2116,150122PILv,48,USED
NEC,NWA-091027-AA5,MDU IPASOLINK 2RF,150122PILv,47,USED
HUAWEI,03054843,AE11SM310  SM310 E9000 IT11SMMA Control Board,150122PILv,47,USED
CISCO,CISCO867VAE,CISCO 860 Series,150122PILv,46,USED
HUAWEI,03030KJY,CR52-LPUF-21-A Flexible Card Line Processing Unit(LPUF-21 -2 sub-slots) A (L3VPN -MVPN -IPv6 Enhanced),150122PILv,46,USED
JDSU,HST3000-ETH-P1,JDSU HST-3000 VoIP Tester (Ethernet),150122PILv,45,USED
HUAWEI,03030DJB,CN21SDMC0 -SHELF DATA MODULE,150122PILv,45,USED
HUAWEI,03030KKQ,CR52-P20-12x100/1000Base-X-SFP-A 12-Port 100/1000Base-SFP Flexible Card A(Supporting 1588v2),150122PILv,45,USED
HUAWEI,03030JUK,CR52-P21-4x10GBase WAN/LAN-XFP 4-port 10GBase WAN/LAN-XFP Flexible Card(Occupy two sub-slots) NETENGINE80E,150122PILv,45,USED
HUAWEI,03030FQC,H561SCUB1 MA5600 SUPER CONTROL UNIT BOARD ,150122PILv,45,USED
HUAWEI,03020GNW,SSR1PIUB POWER INTERFACE BOARD,150122PILv,45,USED
HUAWEI,03020EWG,SSR1PIUC  - Power Interface Board,150122PILv,45,USED
HUAWEI,03053774,WM1DOSSGPU00 OSS GENERAL PROCESSING UNIT.,150122PILv,45,USED
ERICSSON,ROJ208392/1,CMXB3 EGEM2,150122PILv,45,USED
ERICSSON,ROJ1192209/1,Control Base Unit Card CBU1,150122PILv,45,USED
ERICSSON,KRY901104/1,RBS 2216 Rx SPLITTER,150122PILv,45,USED
HUAWEI,02120514,CR5M000FBX61 Chassis FAN ,150122PILv,44,USED
HUAWEI,02120463,HERT.WD22FMUB.FAN UNIT,150122PILv,44,USED
HUAWEI,52413779,ODU XMC-3 Microwave ODU -RTN XMC -26G --3 -High site -H -25837MHz -26173MHz -24829MHz -25165MHz -Without doc -WR-42 -H01 -1008MHz -Sub Band B -25837MHz -26173MHz,150122PILv,44,USED
ELTEK,52020BFH,ELTEK FLATPACK2 Control UNIT (-48V/24V),150122PILv,44,USED
HUAWEI,03053149,SL9D00EM6F01 4 * FE (RJ45)/2 *GE(SFP) Fast/Gigabit Ethernet Board with switch function(1000BaseSX.LC),150122PILv,44,USED
ERICSSON,BFZ60112/1,CN 510 MINILINK,150122PILv,44,USED
ERICSSON,ROJ1192104/4,TUB;2MHZ COAX + GP,150122PILv,44,USED
HUAWEI,03020KKP,H80D00X2CS01 2-port 10GE Uplink Interface Card -support SyncE.,150122PILv,43,USED
HUAWEI,03021AFF,OptiX OSN 500  - TNH2EGT1  - 1-Port Gigabit Ethernet Transparent Transmission B,150122PILv,43,USED
ERICSSON,ROJR211006/2,NPU3 C,150122PILv,43,USED
CISCO,WS-SUP720-3B,CISCO Catalyst 6500/CISCO 7600 Supervisor 720 Fabr,150122PILv,43,USED
ERICSSON,BKV106137/1,FAN UNIT -- 4G 800MHZ RRU(KRC161549/1),150122PILv,42,USED
CISCO,ASR-9006-FAN,ASR-9006 FAN Tray,150122PILv,42,USED
NOKIA,3AL79088AC,1660SM TERMINATION BUS UNIT (Versiıons: AA01 - ),150122PILv,42,USED
HUAWEI,03053222,CGA  - CN21LFIA  - LOGIC FUNCTION INTERFACE A,150122PILv,42,USED
HUAWEI,03030LBV,CN21ETIA1  - UNIVERSAL REAR BOARD,150122PILv,42,USED
HUAWEI,03030KNE,CR5M0E8GFA30 8-Port 100/1000Base-X-SFP Flexible Card A(P10-A -Supporting 1588v2),150122PILv,42,USED
CISCO,ME34X-PWR-DC-R,CISCO Systems ME3400E Redundant DC P/S,150122PILv,42,USED
HUAWEI,03020XHX,TN54TOA-8 OSN 8800 Any-rate Ports Service Processing Board,150122PILv,41,USED
HUAWEI,03030SVB,TN12STG01 - HUAWEI OptiX OSN 8800 Synchronous Timing Generation Board,150122PILv,41,USED
NOKIA,3AL78848BA,1660 SM Matrix Unit (w/o protection),150122PILv,41,USED
HUAWEI,03030KHP,CR53-P10-24xcE1/cT1-DB100 24-Port Channelized E1/T1-DB100 Flexible Card,150122PILv,41,USED
HUAWEI,03030GYT,TN12FIU01 Fiber Interface Board,150122PILv,40,USED
HUAWEI,03030LGC,TN52TOM01 osn 8800 8 x Multi-rate Ports Service Processing Board,150122PILv,40,USED
NOKIA,3AL81434AA,CO-16   1660/1662,150122PILv,40,USED
HUAWEI,02310JLJ,AR01SLV1XA  1-Port VDSL2 over POTS WAN Interface Module,150122PILv,40,USED
HUAWEI,02310BES,SLBE1FAN / RTN 980 RTN 980 FAN,150122PILv,40,USED
HUAWEI,03054301,WP22SFU200B0 - Switch Fabric Unit,150122PILv,40,USED
ERICSSON,BFD101109/3,CPSB,150122PILv,39,USED
CISCO,N7K-M148GT-11L,CISCO Nexus 7000 M1-Series 48-Port Gigabit Ethernet Modules with XL Option,150122PILv,39,USED
KATHREIN,78210250,Kathrein Dual Band Combiner Single Unit - -0.1dB - 4,150122PILv,38,USED
HUAWEI,03030ETF,TN11OAU101 C-BAND Optical Amplifier Unit,150122PILv,38,USED
NOKIA,3AL81502AA,1678-MCC POWER SUPPLY FILTER,150122PILv,38,USED
HUAWEI,03030QDP,CR51MPUK0 - MAIN PROCESSING UNIT,150122PILv,38,USED
ERICSSON,ROA1282872/1,ERICSSON.E28 - 2x10GigE & 8x1GigE,150122PILv,38,USED
ARGUS,010-567-20,ARGUS - Rectifier,150122PILv,37,USED
HUAWEI,02318474,BTS3900/A -WD5MGRFU78 -V2 -GSM Multiple Carriers Transceiver Unit -900M RX880-915MHz/TX925-960MHz,150122PILv,37,USED
NOKIA,3AL78830AD,1660SM CONTROL & GENERAL I/F,150122PILv,37,USED
NOKIA,3AL98026AA,1662 SMC LPROT,150122PILv,37,USED
HUAWEI,02237111,BSC 6900 WP11OMUb,150122PILv,37,USED
HUAWEI,03056158,WP23LPUF102A03 Firewall UGW9811 1 Port 100GBASE-CFP &12 Port 10GBASE LAN/WAN-SFP+ Integrated Line Processing Board,150122PILv,37,USED
ERICSSON,KDU137557/4,O/E CONV. 10G - SP,150122PILv,37,USED
RADISYS,ATCA-4500-CPU-OEM,Board,150122PILv,36,USED
CISCO,WS-X6708-10GE,  CISCO Catalyst 6500 08-port 10 Gigabit Ethernet fiber Module,150122PILv,36,USED
ELTEK,52020BIU,ELTEK FLATPACK2 HE Rectifier UNIT 3000 Watt (-48V,150122PILv,36,USED
ELTEK,242100.110,ELTEK Smartpack Advanced G2 242100.110SC dene,150122PILv,36,USED
HUAWEI,03053558,WP22ESPUE -ENHANCED SERVICE PROCESSING UNIT - PGP,150122PILv,36,USED
ERICSSON,ROJ208423/3,SCB-RP,150122PILv,36,USED
CISCO,UCSC-PSU-930WDC,930W -48V DC Common Slot Power Supply for c-Series,150122PILv,36,USED
CISCO,A9K-MPA-4X10GE,ASR 9000 4-port 10GE Modular Port Adapter,150122PILv,36,USED
HUAWEI,03030QAS,CR5D00PSUC70 DC Power Supply Unit 1200W,150122PILv,35,USED
NEC,NWA-016350-001,NEC RL Board,150122PILv,35,USED
HUAWEI,03053960,CGA  - CN21SMUA  - Shelf Management Unit,150122PILv,35,USED
HUAWEI,03020MMN,LE0DX12XSA00 12-PORT 10GBASE-X INTERFACE Board(SA -SFP+),150122PILv,35,USED
HUAWEI,03030AYY,OptiX OSN 2500 - SSQ1CXL1604 - STM-16 System Control - Cross-connect - Optical Interface Board (L-16.2 - LC),150122PILv,35,USED
ERICSSON,BFL119142/1,RBS 2206 CDU G - Combiner Unit,150122PILv,35,USED
HUAWEI,03030QBK,CR5D00E8GF71 03030QBK NE40E 8-Port 100/1000Base-X Interface Card,150122PILv,34,USED
HUAWEI,03030HMQ,TN11TOM01 8xMulti-rate Ports Service Processing Board,150122PILv,34,USED
CISCO,PWR-2KW-DC-V2,2KW DC Power Module Version 2,150122PILv,34,USED
NOKIA,3AL98035AA,63X2MB/S PROT.120 OHM HM (4TE),150122PILv,34,USED
HUAWEI,03052602,CN21MSPB0 MULTIMEDIA SERVICE PROCESS UNIT B 8GB MEMORY,150122PILv,34,USED
HUAWEI,03052367,CN21SWUA1 - SWITCH UNIT - (8 BASE GE + 8 FABRIC GE + TDM MODULE)  - OSTA2.0,150122PILv,34,USED
HUAWEI,03037070,CR5M0EEGFA20 20-Port 100/1000Base-X-SFP Flexible Card A(P40-A.Supporting 1588v2) NE40E-X16,150122PILv,34,USED
HUAWEI,02310CNF,HXFP8441-290|OPTIX WS OPM GEN -SSX4T2XP09 -10.71G OPTICAL TRANSPONDER(-19DBM~0DBM -1550NM;800PS,150122PILv,34,USED
HUAWEI,03020MMJ,LE0D00SRUB00 Quidway S9306/S9312 Main Control Unit B(Optional Clock),150122PILv,34,USED
HUAWEI,02316867,LE0MPSD16 1600W DC Power Module(Gray),150122PILv,34,USED
ERICSSON,ROJ20443/2,RPG3,150122PILv,34,USED
NOKIA ,3AG24327AA,1678 MCC LAC 40 Interconnect (40 Gbit/s) Board,150122PILv,33,USED
HUAWEI,03054842,AE11EI610|ATAE -EI610 -GE*32 INTERFACE BOARD,150122PILv,33,USED
HUAWEI,03052182,CN21SMU CGA -CN21SMU1 -System Management Unit,150122PILv,33,USED
HUAWEI,03020NER,LE0MG48TC 48-Port 100/1000BASE-T Interface Board(EC -RJ45),150122PILv,33,USED
CISCO,A9K-8T-L,8-Port 10GE Low Queue,150122PILv,33,USED
CISCO,N7K-F132XP-15,NEXUS 7000 - 32 PORT 1G/10G ETHERNET Module - SFP/S,150122PILv,33,USED
CISCO,N7K-M148GT-11, Nexus 7000 - 48-Port 10/100/1000 - RJ-45 - 40G Fabric Module,150122PILv,32,USED
CISCO,CISCO867VAE-K9,Ethernet ADSL2+ Negro - Router,150122PILv,32,USED
HUAWEI,03030KWD,CR5MLPUF402A Flexible Card Line Processing Unit(LPUF-40.2 sub-slots) A (L3VPN.MVPN.IPv6 Enhanced),150122PILv,32,USED
HUAWEI,03052366,SWIA0,150122PILv,32,USED
HUAWEI,03054822,TNRD0MPUD270 Main Processing Unit D2,150122PILv,32,USED
CISCO,CISCO888-K9,Router,150122PILv,31,USED
RADISYS,ATCA-4500,Compute Processing Module,150122PILv,31,USED
HUAWEI,02319231,MARP RFU V100R102 - WD5MWFUB81 - Multi-Carrier Transceiver Unit (EDHT 80 W - Band 1 - RX1920-1980 MHz/TX2110-2170 MHz) - 9 U,150122PILv,31,USED
HUAWEI,03051492,PARC WP11UOIA 4-PORT ATM-PACK ET OVER UNCHANNELIZED OPTICAL STM-1-OC-3,150122PILv,31,USED
HUAWEI,03020GDP,TN8D000MP100 Multi-protocol Multi-interface Mother Processing Board,150122PILv,31,USED
HUAWEI,03022ACJ,HERT BBU -WD22UBRIb - Universal BaseBand Radio Interface Board type B,150122PILv,30,USED
HUAWEI,03020LLT,TNDD000CXP00 System Control.Cross-connect and Multi-protocol Process Unit,150122PILv,30,USED
ERICSSON,ROJ208371/4,GSM BSC MPP4-GE,150122PILv,30,USED
ERICSSON,ROJ207030/2,RPBI-S,150122PILv,30,USED
HUAWEI,03020SSA,BBU3900 - QWL1WBBPD1 - WCDMA Baseband Process Unit D - 1*1,150122PILv,29,USED
NOKIA ,3AL89561AB,1660 SM Rel.5 ASSEMBLED FANS UNIT,150122PILv,29,USED
HUAWEI,03052760,PARC WP11UOIC 8-PORT ATM/PACKET OVER UNCHANNELIZED OPTICAL STM-1/OC-3 INTERFACE UNIT REV:C|,150122PILv,29,USED
HUAWEI,03053805,CN21SWUB0 - SWTICH UNIT - WITHOUT XTMA Module - OSTA2.0,150122PILv,29,USED
