item_code,description,vendor,Consumable or not,
C113094,CL2TG-UT CLOCK AND TONE GENERATOR,SANMINA-SCI (FI),1,
JNP:SCBE2-MX-S,SCBE2-MX-S,NOKIA,1,
CS7278601,XXP 790-960/1710-2690 65D 16.5/19DBI AT,ERICSSON AB,1,
472954A,FZHI FLEXI RRH 8TX 2600 20W,NOKIA,1,
JNP:EX4600-40F-S,JNP:EX4600-40F-S,JUNIPER,1,
JNP:QFX5100-FANAFO,QFX5100-FAN-AFO,NOKIA,1,
MS-MPC-128G,MS-MPC-128G,JUNIPER,1,
RE-S-MX104-WW-S,RE-S-MX104-WW-S,JUNIPER,1,
CHAS-MX104-S,CHAS-MX104-S,JUNIPER,1,
JNP:RES18X4-32GWS,RE-S-1800X4-32G-WS,NOKIA,1,
CS7275821,XXP 790-862/880-960MHZ 65DEG 16DBI AT,KATHREIN,1,
40-0404700,HEADSET DICORA TAST 6,FREQUENTIS,1,
7682769-00,GSM-R MODEM TRIORAIL TRM-5,ANDREW WIRELESS SYSTEMS GMBH,1,
JNP:SFPP10GZROTNXT,SFPP-10G-ZR-OTN-XT,NOKIA,1,
7640794-0099,"NODE A2+ RACK, 1-WAY COMBINER, 1 ACTIVE SLOT, 4 SUB-BANDS, GSM-R MODEM, 48VDC",ANDREW WIRELESS SYSTEMS GMBH,1,
7606746-01,RF-CARD DCM AF 936R,ANDREW WIRELESS SYSTEMS GMBH,1,
CS7278602,XXP 698-960/1710-2690 65D 17.5/19DBI AT,ERICSSON AB,1,
20-0000734,HANDSET ASCOM MT100-2,FREQUENTIS AG,1,
10-0006314,KABEL ANSCHLUSS HANDSET MT100,FREQUENTIS AG,1,
PWR-MX104-DC-S,PWR-MX104-DC-S,JUNIPER,1,
E00370001,"DIU 0...19.2 KBAUD, ASYN. V.28, 8 CH",N/A,1,
CS7223005.02,TRIPLEXER,N/A,1,
JNP:QFX-EM-4Q,QFX-EM-4Q,NOKIA,1,
JNP:EX4600-EM-8F,EX4600-EM-8F,NOKIA,1,
472100B,FRGP FLEXI RF MODULE 2100MHZ TRIPLE 70W,NOKIA,1,
472854A,FRGY FLEXI RRH 2TR 2100,CHENNAI- INDIA,1,
CS7223005,TRIPLEXER 800/1800/2100 DUAL DC-STOP,NOKIA,1,
3HE02782AA,PACKET MICROWAVE CARD (-48/+24 VDC),FALU,1,
3DB20431BBXX,ALU MPT-HC V2 18GHZ 1008/1010 2P/2,ALU,1,
3DB20458BAXX,ALU MPT-HC V2 38GHZ 1260 1/1P,ALU,1,
3HE07152AA,POWER INJECTOR CARD,,1,
3DB20554BBXX,ALU MPT-HC V2 25GHZ 1008 1P/1,ALU,1,
3DB20376BBXX,ALU MPT-HC V2 25GHZ 1008 1/1P,ALU,1,
3DB20460BAXX,ALU MPT-HC V2 38GHZ 1260 1P/1,ALU,1,
3DB20429BBXX,ALU MPT-HC V2 18GHZ 1008/1010 2/2P,ALU,1,
473246A,FSEP FLEXI SYSTEM EXTERNAL OVP,,0,
087038A,CORE ASSEMBLY FOR FZHI,,1,
NDCHW0105,AIRFRAME RM SWITCH 48XPLUG 10GB,QUANTA,1,
NDCHW0107,AIRFRAME RM SWITCH 48XFIX 10GB,QUANTA,1,
NDCHW0109,AIRFRAME RM SWITCH 48XFIX 1GB,QUANTA,1,
NDCHW1012,AIRFRAME POWER SUPPLY FOR 1GB SWITCH,NOKIA,1,
NDCHW1011,AIRFRAME PSU FOR 10GB SWITCH,NOKIA,1,
NDCHW1010,AIRFRAME PSU FOR AR-BB1U-BA SERVER,,1,
NDCHW1016,AIRFRAME QSFP DAC 5M,TERALUX,1,
NDCHW1015,AIRFRAME TRANSCEIVER QSFP 40G MM,NOKIA,1,
NDCHW1014,AIRFRAME SFP+ AOC 20M,NOKIA,1,
NDCHW1013,AIRFRAME FAN FOR 10GB SWITCH,NOKIA,1,
NDCHW1008,AIRFRAME POWER CABLE C13-C14 1.8M LOCKIN,NOKIA MN,1,
NDCHW1009,AF QSFP PASSIVE DAC 1M,"FINISAR, TERALUX",1,
NDCHW1006,AF RJ45 CAT6 CABLE 2M,"VSO ELECTRIC CO, YIHUA, TERALUX",1,
NDCHW1224,QSFP TO 4X SFP+ BREAKOUT DAC 3M,,1,
NDCHW1007,AIRFRAME POWER CABLE C13-C14 1.2M LOCKIN,NOKIA,1,
JNP:QFX5100-24QAFI,N/A,N/A,1,
NDCHW0113,AIRFRAME RM COMPUTE NODE 3 SPARE,,1,
NDCHW0101,AIRFRAME RM COMPUTE NODE 1,,1,
NDCHW0117,AIRFRAME RM STORAGE NODE 4 SPARE,NOKIA,1,
NDCHW0103,AIRFRAME RM CTRL/STORAGE NODE 1,,1,
NDCHW0115,AIRFRAME RM STORAGE NODE 3 SPARE,,1,
NDCHW1206,"AF RM -48VDC PDU SET (W/ BRACKET, SB350)",,1,
NDCHW1001,1830VWM TLU/PMU/OSU DC INTERCO,SEAGATE/TOSHIBA,1,
NDCHW1000,AIRFRAME ACCELERATOR PCIE QA8950,NOKIA,1,
NDCHW1021,AF SFP TRANSCEIVER 1000BASE-T RJ45,"SEAGATE, TOSHIBA, HGST / WESTERN DIGITAL",0,
NDCHW1003,AF SFP+ PASSIVE DAC 1M,TERALUX,1,
NDCHW1020,AIRFRAME BREAKOUT OPTICAL 20M,NOKIA,1,
NDCHW1002,AF DISK SATA 1TB 7.2K 3.5 INCH,TERALUX,1,
NDCHW1023,AIRFRAME PDU 3-PHASE 17 KW NAM,NOKIA,1,
NDCHW1005,AF SFP+ PASSIVE DAC 3M,"VSO ELECTRIC CO, YIHUA, TERALUX",1,
NDCHW1022,AIRFRAME RACK BLANK PANEL 1U 19 INCH,,1,
NDCHW1004,AF SFP+ PASSIVE DAC 2M,TERALUX,1,
NDCHW1214,AIRFRAME RM LEAF SWITCH 32X40GB,NOKIA,1,
NDCHW1017,AIRFRAME QSFP AOC 7M,NOKIA,1,
NDCHW1018,AIRFRAME QSFP AOC 20M,NOKIA,1,
NDCHW1019,AIRFRAME BREAKOUT COPPER 5M,NOKIA,1,
NDCHW1211,AIRFRAME RM COMPUTE NODE 2,,1,
MX2K-MPC6E,JUNIPER,MX2K-MPC6E,1,
472898A,FWEA FZ BTS 1800 B3,FOXCONN,1,
473149A,FWHO FZ BTS 2T/2R 2600 CEPT-LB,FOXCONN,1,
086502A,CASING INDOOR 19INCH,NOKIA,1,
C112139 MC-BSC,BSAC-A BOX SYNCHRONIZATION AMC CARD FOR MC-BSC,NOKIA,1,
C111723 MC-BSC,BOC-A BCN OCTEON CARD FOR MC-BSC,NOKIA,1,
C112929 MC-RNC,BCNSET-B BCN BOX SET FOR MC-RNC,NOKIA,1,
C111978 MC-BSC,BCNSET-A BCN BOX SET FOR MC-BSC,NOKIA,1,
C112573 MC-RNC,BMPP2-B BCN MULTI-PURPOSE PROCESSOR CARD FOR MC-RNC,NOKIA,1,
C112019 MC-BSC,BJC-A BCN PROCESSOR CARD FOR MC-BSC,NOKIA,1,
C111723 MC-TC,BOC-A BCN OCTEON CARD FOR MC-TC,NOKIA,1,
C112573 MC-BSC,BMPP2-B BCN MULTI-PURPOSE PROCESSOR CARD FOR MC-BSC,NOKIA,1,
C111978 MC-TC,BCNSET-A BCN BOX SET FOR MC-TC,NOKIA,1,
C112017 MC-TC,BDSP-A BCN DSP CARD FOR MC-TC,NOKIA,1,
C112929 MC-BSC,BCNSET-B BCN BOX SET FOR MC-BSC,NOKIA,1,
C112139 MC-TC,BSAC-A BOX SYNCHRONIZATION AMC CARD FOR MC-TC,NOKIA,1,
473234A,FWGM FZ ID BTS 2T/2R 2100 3G/4G,FOXCONN,1,
CS7276551,XXXP 800/900/1710-2180MHZ 65DEG 15DBI AT,KATHREIN,1,
CS7275820,XXP 790-862/880-960MHZ 65DEG 15DBI AT,KATHREIN,1,
157162,OPTICAL RX,ANDREW,1,
C112779 FNG30,AMPP2-A ATCA MULTICORE PROCESSOR BLADE FOR FNG30,NOKIA,1,
C112545 FNG30,AHUB4-A ATCA HUB BLADE FOR FNG30,NOKIA,1,
C112773 FNG30,CPRT5-A CPU BLADE RTM FOR FNG30,NOKIA,1,
C112780 FNG30,NIRT2-A ATCA NETWORK INTERFACE RTM FOR FNG30,NOKIA,1,
C112772 FNG30,ACPI5-A ATCA CPU BLADE FOR FNG30,NOKIA,1,
C110581 FNG30,ASMGR-A ATCA SHELF MANAGER FOR FNG30,NOKIA,1,
159467,DC/DC POWER SUPPLY,ANDREWS,1,
759467,DC/DC POWER SUPPLY,ANDREWS,1,
473397A,FPWI FZ ID POWER ADAPTER EU 10/PACK,NOKIA,1,
995297A,POWER CABLE ASSEMBLY,MN FNOKIA,1,
995298A,QSFP CABLE ASSEMBLY,,0,
473136A,FWED FZ ID BTS 2T/2R 1800,FOXCONN,1,
7145858,"BATTERY PACK 8,4V/270MAH, RECHARGEABLE",ANDREW WIRELESS SYSTEMS GMBH,1,
20-0001401,CLAXAN KVM MODULE 1:8 USB/PS2,FREQUENTIS AG,1,
2.945E+15,IPASO ODU TRP-8G-1E 294M LO-FR(X) SP,NOKIA,1,
SIAEGE8720-42,SIAE ODU ASNK23/1008 SB=2L,NOKIA,1,
00264F000002000004,IPASO ODU TRP-8G-1E 208M UP-D SP,NOKIA,1,
00264F000002000003,IPASO ODU TRP-8G-1E 208M UP-C SP,NOKIA,1,
0189085C03,NTW CPU CARD,NOKIA,1,
00264F000002000002,IPASO ODU TRP-8G-1E 208M UP-B SP,NOKIA,1,
00264F000002000001,IPASO ODU TRP-8G-1E 208M UP-A SP,NOKIA,1,
2.804E+15,IPASO ODU TRP-8G-2E 151M UP-B,NOKIA,1,
SIAEGE8794-42,SIAE ODU ASNK42/1500 SB=3L,NOKIA,1,
EA-W3RXC0M2,BS-2003 RXCOM,NOKIA,1,
2.804E+15,IPASO ODU TRP-8G-2E 151M UP-A,NOKIA,1,
RW-55S0-2550,HSU 5.XGHZ ETSI SMART INT. ANTENNA,NOKIA,1,
2.804E+15,IPASO ODU TRP-8G-2E 151M UP-C,NOKIA,1,
EA-B1CVR2BE,BS-3001 BDE RACK COVER,NOKIA,1,
AD-4608-BRKA,UOF-919 SUB BRACKET,NOKIA,1,
T556ALH58B2SX01,AV. LINK 58G B2HP LTX ANT5 RJ45BPLATE 10,NOKIA,1,
RW-59S0-2530,HBS 3.5GHZ ETSI SMART INT. SECTOR ANT.,NOKIA,1,
SIAEV60047-02,SIAE ASN38 UBR320 BALANCED COUPLER,NOKIA,1,
ANTNEC-NISP26G0100,ANT-N NON-INTEGRATED SINGLE 26 GHZ 0.3M,NOKIA,1,
ANTCOM-NISP15G0100,ANT-C NON-INTEGRATED SINGLE 15 GHZ 0.3M,NOKIA,1,
SIAEGE8766-42,SIAE ODU ASNK32/812 SB=2L,NOKIA,1,
EA-B1RCD0U,BS-3001 WIND PLATE,NOKIA,1,
0025F0000003000001,IPASO ODU TRP-18G-1E 1010M LO-E SP,NOKIA,1,
0025F0000003000002,IPASO ODU TRP-18G-1E 1010M LO-F SP,NOKIA,1,
0025F0000003000003,IPASO ODU TRP-18G-1E 1010M LO-G SP,NOKIA,1,
0025F0000003000004,IPASO ODU TRP-18G-1E 1010M LO-H SP,NOKIA,1,
0025F0000003000005,IPASO ODU TRP-18G-1E 1010M LO-J SP,NOKIA,1,
0025F0000003000006,IPASO ODU TRP-18G-1E 1010M LO-K SP,NOKIA,1,
ANTNEC-INSP13G0300,ANT-N INTEGRATED SINGLE 13 GHZ 0.9M,NOKIA,1,
EA-W11FABXU,BS-2001 OA-RA1-BOX (PALE BROWN),,1,
087392A,CORE ASSEMBLY FOR FRBG,CHENNAI INDIA,1,
00291B000002000001,IPASO ODU TRP-7G-1E 196M UP-FR(L7G X)NSP,NOKIA,1,
800-00055,"SANDVINE SRP 3000 14 TB, STORAGE-DC",MV,1,
0027C4000001000001,IPASO ODU TRP-15G-1E 490M LO-FR(X),NOKIA,1,
SIAEU4TBNT11R,SIAE ANTENNA 18GHZ SP 0.3M PBR220,NOKIA,1,
AD-4608-SB4N,UOF-919 SUB4 (FOR KDDI. SBM),,1,
AD-4608-SB4M,UOF-919 SUB-HP4 (FOR KDDI. SBM),,1,
800-00063,"SANDVINE SRP 3000 LITE, 1.2 TB-DC",MV,1,
2.615E+15,IPASO ODU TRP-7G-1E 196M UP-A N,NOKIA,1,
2.615E+15,IPASO ODU TRP-7G-1E 196M UP-B N,NOKIA,1,
ANTRFS-INDP07G0400,ANT-R INTEGRATED DUAL 7 GHZ 1.2M,NOKIA,1,
ANTNEC-NIDP13G0100,ANT-N NON-INTEGRATED DUAL 13 GHZ 0.3M,NOKIA,1,
800-00065,"SANDVINE SRP 3000 6 TB, STORAGE-DC",MV,1,
800-00067,SANDVINE PTS 22600 - POLICY SWITCH,MV,1,
00290C000002000001,IPASO ODU TRP-7G-1E 154M UP-FR(L7G X),NOKIA,1,
RW-9924-0107,LIGHTENING PROTECTION UNIT KIT (10 PCS),NOKIA,1,
RW-9924-0106,LIGHTENING PROTECTION UNITS,NOKIA,1,
EA-W3EX1F,BS-2003 EXTINF,,1,
CS80037.75,OFC(MM) DPLX (LC-LC)25 MTR-ARMORED-CORR,H???BER-SUHNER,1,
CS80037.74,OFC(MM) DPLX (LC-LC)15 MTR-ARMORED-CORR,H???BER-SUHNER,1,
0027DA000002000001,IPASO ODU TRP-7G-2E 245M UP-E N,NOKIA,1,
0027DA000002000002,IPASO ODU TRP-7G-2E 245M UP-F N,NOKIA,1,
ANTNEC-INSP26G0100,ANT-N INTEGRATED SINGLE 26 GHZ 0.3M,NOKIA,1,
SIAEGE8669-42,SIAE ODU ASNK15/490 SB=4H,NOKIA,1,
AD-4605-SB2N,UOF-918 SUB2 (FOR SBM),NOKIA,1,
RW-9921-0110,OUTDOOR DC POE FOR JET PLATFORMS,NOKIA,1,
ANTRFS-INDP26G0400,ANT-R INTEGRATED DUAL 26 GHZ 1.2M,NOKIA,1,
EA-7HA1ANT,BOOSTER HA-ANTENA,NOKIA,1,
ANTRFS-NIDP42G0200,ANT-R NON-INTEGRATED DUAL 42 GHZ 0.6M,NOKIA,1,
ANTCOM-NIDP26G0100,ANT-C NON-INTEGRATED DUAL 26 GHZ 0.3M,NOKIA,1,
SIAEV60216,SIAE ASN6L UDR70 BALANCED COUPLER,NOKIA,1,
SIAEV60217,SIAE ASN6L UDR70 UNBALANCED COUPLER,NOKIA,1,
SIAEV60218,SIAE ASN6U UDR70 BALANCED COUPLER,NOKIA,1,
SIAEV60219,SIAE ASN6U UDR70 UNBALANCED COUPLER,NOKIA,1,
AD-4605-SB3A,UOF-918 SUB3,NOKIA,1,
ANTCOM-INSP23G0300,ANT-C INTEGRATED SINGLE 23 GHZ 1.0M,NOKIA,1,
ANTRFS-NISP15G0300,ANT-R NON-INTEGRATED SINGLE 15 GHZ 1.0M,NOKIA,1,
CS7202180,XP 1710-2200/1710-2200 65DEG 18DBI AT/RS,,1,
SIAEV60214,SIAE 1+0 ASN UDR70 POLE KIT (60 TO 114),NOKIA,1,
AD-4605-SB1N,UOF-918 SUB1 (FOR SBM),NOKIA,1,
EA-WESFNAA,UOF-920 SUPPLY FAN,,1,
SIAEU5VFFT11R,SIAE A.25GHZ DP 1.2M SBX PBR220 NO LOGO,NOKIA,1,
EA-W3MFAN,BS-2003 MDE FAN,,1,
0027FF000002000001,IPASO ODU TRP-8G-2E 294M UP-A N SP,NOKIA,1,
085126A,SITE BAG FOR RRH,NOKIA,1,
2.636E+15,IPASO ODU TRP-8G-1E 266M UP-E,NOKIA,1,
AD-4605-SB2A,UOF-918 SUB2,NOKIA,1,
2.636E+15,IPASO ODU TRP-8G-1E 266M UP-F,NOKIA,1,
EA-WA170ABX,BS-2201 1.7G-OA-RA1-BOX,NOKIA,1,
0027FF000002000002,IPASO ODU TRP-8G-2E 294M UP-B N SP,NOKIA,1,
SIAEV60202,SIAE GND CABLE (16MM) KIT FOR ODU 1+0,NOKIA,1,
RW-55S0-2530,HSU 3.5GHZ ETSI SMART INT. ANTENNA,NOKIA,1,
SIAEGE8652-42,SIAE ODU ASNK15/420 SB=4L,NOKIA,1,
RW-2250-0200,"ODU 2000 C, EXT ANT SUPP. 5.X GHZ ETSI",NOKIA,1,
0025F6000007000008,IPASO EX TRP-80G1000MB-1A EEOX LO-B,NOKIA,1,
00264A000002000002,IPASO ODU TRP-8G-1E 154M UP-B,NOKIA,1,
00264A000002000003,IPASO ODU TRP-8G-1E 154M UP-C,NOKIA,1,
00264A000002000001,IPASO ODU TRP-8G-1E 154M UP-A,NOKIA,1,
AD-4605-SB1A,UOF-918 SUB1,NOKIA,1,
CS7202160,XXP 2X1710-2200MHZ 65DEG 18DBI AT /RS,RFS,1,
2.94E+15,IPASO ODU TRP-8G-1E 310M UP-FR(X),NOKIA,1,
SIAEU5UELT11R,SIAE A.23GHZ DP 0.9M SCX PBR220 NO LOGO,NOKIA,1,
AD-4608-BRKN,UOF-919 SUB BRACKET (FOR KDDI. SBM),NOKIA,1,
SIAEGE3606-42,SIAE ODU ASNK11/490/530 HP SB=1L,NOKIA,1,
CS7223578,DIPLEXER 698-960/1710-2700 SINGLE DC-S/T,TONGYU,1,
0027E7000001000001,IPASO ODU TRP-7G-2E 168M LO-E N SP,NOKIA,1,
0027E7000001000002,IPASO ODU TRP-7G-2E 168M LO-F N SP,NOKIA,1,
ANTNEC-INSP15G0600,ANT-N INTEGRATED SINGLE 15 GHZ 1.8M,NOKIA,1,
SIAEGE8592-42,SIAE ODU ASNK8/119 SB=2L,NOKIA,1,
ANTCOM-INSP13G0600,ANT-C INTEGRATED SINGLE 13 GHZ 1.8M,NOKIA,1,
NWA-055294-001,IPASO OPT FAN-C,NOKIA,1,
00262B000004000003,IPASO ODU TRP-23G-1E 1200M UP-G SP,NOKIA,1,
NWA-055294-003,IPASO OPT FAN-C,NOKIA,1,
00262B000004000002,IPASO ODU TRP-23G-1E 1200M UP-F SP,NOKIA,1,
00262B000004000001,IPASO ODU TRP-23G-1E 1200M UP-E SP,NOKIA,1,
SIAEU4TFFT00R,SIAE A.18GHZ SP 1.2M SB PBR220,NOKIA,1,
SIAEGB9548,SIAE ODU ALFOPLUS 7M/161 SB=3L,NOKIA,1,
00253A000001000005,IPASO ODU TRP-7G-1E 161M LO-E N,NOKIA,1,
EA-B1FE113,BS-3001 FEI 1 (COST DOWN VERSION),NOKIA,1,
SIAEGB9549,SIAE ODU ALFOPLUS 7M/161 SB=3H,NOKIA,1,
00253A000001000006,IPASO ODU TRP-7G-1E 161M LO-F N,NOKIA,1,
00253A000001000003,IPASO ODU TRP-7G-1E 161M LO-J N,NOKIA,1,
00253A000001000004,IPASO ODU TRP-7G-1E 161M LO-K N,NOKIA,1,
SIAEGB9544,SIAE ODU ALFOPLUS 7M/161 SB=1L,NOKIA,1,
00253A000001000001,IPASO ODU TRP-7G-1E 161M LO-G N,NOKIA,1,
SIAEGB9545,SIAE ODU ALFOPLUS 7M/161 SB=1H,NOKIA,1,
00253A000001000002,IPASO ODU TRP-7G-1E 161M LO-H N,NOKIA,1,
SIAEGB9546,SIAE ODU ALFOPLUS 7M/161 SB=2L,NOKIA,1,
SIAEGB9547,SIAE ODU ALFOPLUS 7M/161 SB=2H,NOKIA,1,
ANTRFS-NIDP18G0400,ANT-R NON-INTEGRATED DUAL 18 GHZ 1.2M,NOKIA,1,
00253A000001000009,IPASO ODU TRP-7G-1E 161M LO-L N,NOKIA,1,
00253A000001000007,IPASO ODU TRP-7G-1E 161M LO-P N,NOKIA,1,
00253A000001000008,IPASO ODU TRP-7G-1E 161M LO-R N,NOKIA,1,
SIAEGB9541,SIAE ODU ALFOPLUS 7M/154 SB=4H,NOKIA,1,
SIAEGB9540,SIAE ODU ALFOPLUS 7M/154 SB=4L,NOKIA,1,
JNP:SRXMIC20GESFP,SEC-JUI-HW SRX-MIC-20GE-SFP,NOKIA,1,
ANTNEC-INSP07G0600,ANT-N INTEGRATED SINGLE 7 GHZ 1.8M,NOKIA,1,
SIAEGB9918-01,SIAE ODU ALFOPLUS80HD OPT. SB=1L,NOKIA,1,
SIAEGE8526-42,SIAE ODU ASNK7L/196 SB=2L,NOKIA,1,
SIAEICD00072F,SIAE GROUNDING KIT FOR ETHERNET CABLE,NOKIA,1,
SIAEGB9559,SIAE ODU ALFOPLUS 7H/245 SB=2H,NOKIA,1,
SIAEGB9557,SIAE ODU ALFOPLUS 7H/245 SB=1H,NOKIA,1,
NWM-037841-001,IPASO OPT BLANK COVER FOR MC SLOT,NOKIA,1,
2.76E+15,IPASO ODU TRP-11G-2E 530M LO-D,NOKIA,1,
SIAEGB9558,SIAE ODU ALFOPLUS 7H/245 SB=2L,NOKIA,1,
2.76E+15,IPASO ODU TRP-11G-2E 530M LO-A,NOKIA,1,
SIAEGB9555,SIAE ODU ALFOPLUS 7M/168 SB=3H,NOKIA,1,
2.76E+15,IPASO ODU TRP-11G-2E 530M LO-B,NOKIA,1,
SIAEGB9556,SIAE ODU ALFOPLUS 7H/245 SB=1L,NOKIA,1,
2.76E+15,IPASO ODU TRP-11G-2E 530M LO-C,NOKIA,1,
SIAEU4XCLX11R,SIAE ANTENNA 32GHZ SP 0.6M PBR320,NOKIA,1,
00253A00000100000A,IPASO ODU TRP-7G-1E 161M LO-M N,NOKIA,1,
SIAEGB9554,SIAE ODU ALFOPLUS 7M/168 SB=3L,NOKIA,1,
SIAEGB9553,SIAE ODU ALFOPLUS 7M/168 SB=2H,NOKIA,1,
SIAEGB9552,SIAE ODU ALFOPLUS 7M/168 SB=2L,NOKIA,1,
SIAEGB9551,SIAE ODU ALFOPLUS 7M/168 SB=1H,NOKIA,1,
SIAEGB9550,SIAE ODU ALFOPLUS 7M/168 SB=1L,NOKIA,1,
T556AKHNIADCGL,AVENUE LINK I PONE NO CAT5E CONN DC HALF,NSN,1,
EA-WA0FAN,BS-2201 OF-TRX FAN,NOKIA,1,
RW-2030-4100,ODU 2000 C+ INT ANT. 3.X GHZ FCC/IC,NOKIA,1,
EA-WA270ABX,BS-2201 1.7G-OA-RA2-BOX,NOKIA,1,
SIAEGE8563-42,SIAE ODU ASNK7L/168 SB=1H,NOKIA,1,
AD-4608P-CTA,UOF-919 CONT-P,,1,
ANTRFS-INDP10G0600,ANT-R INTEGRATED DUAL 10/11 GHZ 1.8M,NOKIA,1,
EA-WAMDEBR,BS-2201 MDE-BR,,1,
SIAEGB9561,SIAE ODU ALFOPLUS 7H/245 SB=3H,NOKIA,1,
0027F9000002000003,IPASO ODU TRP-8G-2E 310M UP-C SP,NOKIA,1,
SIAEGB9560,SIAE ODU ALFOPLUS 7H/245 SB=3L,NOKIA,1,
0027F9000002000001,IPASO ODU TRP-8G-2E 310M UP-A SP,NOKIA,1,
0027F9000002000002,IPASO ODU TRP-8G-2E 310M UP-B SP,NOKIA,1,
SIAEGAI0212-1,SIAE IDU AGS-20 SWITCH,NOKIA,1,
RW-7216-2000,"IDU-C, 16 TDM, 2 ETH 10/100 PORTS, SFP",NOKIA,1,
ANTNEC-NISP18G0400,ANT-N NON-INTEGRATED SINGLE 18 GHZ 1.2M,NOKIA,1,
SGLN6106,"ASSY,CHAS,CAGE,ASSY, VPU CHASSIS, BCK PL",NOKIA,1,
FW-0710PDRPDR08412,"FLEX WG,1200MM,PDR/PDR84(7.05-10.0GHZ)",NOKIA,1,
C112546,HBRT4-A HUB BLADE RTM,NOKIA,1,
SIAEGE8511-12,SIAE ODU ASN6U/340 SB=2H,NOKIA,1,
0027FC000002000002,IPASO ODU TRP-8G-2E 294M UP-B,NOKIA,1,
0027FC000002000001,IPASO ODU TRP-8G-2E 294M UP-A,NOKIA,1,
AD-4608P-CTN,UOF-919 CONT-P (FOR KDDI. SBM),,1,
SIAEGE8738-42,SIAE ODU ASNK26/1008 SB=2L,NOKIA,1,
EA-WAHDBB2,BS-2201 HDBB,,1,
S42024-L5437-A102,"I01T10G-1/LH, LONG HAUL",NOKIA,1,
0027CD00000200000A,IPASO ODU TRP-7G-2E 161M UP-R SP,NOKIA,1,
2.919E+15,IPASO ODU TRP-7G-1E 196M LO-FR(L7G X) SP,NOKIA,1,
ANTCOM-INDP26G0300,ANT-C INTEGRATED DUAL 26 GHZ 1.0M,NOKIA,1,
SIAEUBYBNJ11R,SIAE A.38GHZ SP 0.3M UBR320 STD,NOKIA,1,
C113179,CVKPB175C INTERMEDIATE CABLE,,1,
C113178,CVKPB85C INTERMEDIATE CABLE,,1,
C113177,CVKPB65C INTERMEDIATE CABLE,,1,
JNP:MS-MIC-16G,MS-MIC-16G,NOKIA,1,
0027CD000002000009,IPASO ODU TRP-7G-2E 161M UP-P SP,NOKIA,1,
ANTRFS-NIDP15G0400,ANT-R NON-INTEGRATED DUAL 15 GHZ 1.2M,NOKIA,1,
0027CD000002000001,IPASO ODU TRP-7G-2E 161M UP-J SP,NOKIA,1,
T556ALH58B1SX01,AV. LINK 58G B1HP LTX ANT5 RJ45BPLATE 10,NOKIA,1,
0027CD000002000002,IPASO ODU TRP-7G-2E 161M UP-K SP,NOKIA,1,
0027CD000002000003,IPASO ODU TRP-7G-2E 161M UP-E SP,NOKIA,1,
0027CD000002000004,IPASO ODU TRP-7G-2E 161M UP-F SP,NOKIA,1,
0027CD000002000005,IPASO ODU TRP-7G-2E 161M UP-G SP,NOKIA,1,
0027CD000002000006,IPASO ODU TRP-7G-2E 161M UP-H SP,NOKIA,1,
0027CD000002000007,IPASO ODU TRP-7G-2E 161M UP-L SP,NOKIA,1,
0027CD000002000008,IPASO ODU TRP-7G-2E 161M UP-M SP,NOKIA,1,
SIAEU5HJCB19R,SIAE ANTENNA 6GHZ LOW DP 3M PDR70 SPLIT,NOKIA,1,
CS86013.14,HYBRID ASSEMBLY 16FO 6AWG  400FT,NOKIA,1,
C113182,CVKPB195C INTERMEDIATE CABLE,,1,
CS86013.11,HYBRID ASSEMBLY 16FO 6AWG  325FT,NOKIA,1,
CS86013.10,HYBRID ASSEMBLY 16FO 6AWG  300FT,NOKIA,1,
C113180,CVKPB024 INTERMEDIATE CABLE,,1,
CS86013.13,HYBRID ASSEMBLY 16FO 6AWG  375FT,NOKIA,1,
C113181,CVKPB245C INTERMEDIATE CABLE,,1,
CS86013.12,HYBRID ASSEMBLY 16FO 6AWG  350FT,NOKIA,1,
76219,"CABLE, EMC, JUMPER, A-SIDE, DAE",NOKIA,1,
IF-5DFBCBL15000000,"IF CABLE(5D-FB OR EQUIVALENT TYPE,1500M)",NOKIA,1,
C112456,CVKPB025 INTERMEDIATE CABLE,,1,
SIAEGB9519,SIAE ODU ALFOPLUS 7L/161 SB=1H,NOKIA,1,
SIAEGB9518,SIAE ODU ALFOPLUS 7L/161 SB=1L,NOKIA,1,
SIAEGE2103-42,SIAE ODU ASNK6U/340 HP CH=2H,NOKIA,1,
EA-WCP2BXC,BS-2201 CPRI BOX OUTDOOR 6 SECTORS,,1,
ANTNEC-NIDP15G0100,ANT-N NON-INTEGRATED DUAL 15 GHZ 0.3M,NOKIA,1,
ANTCOM-INSP15G0100,ANT-C INTEGRATED SINGLE 15 GHZ 0.3M,NOKIA,1,
C112460,CAC16EU 16A AC-POWER CORD - EUROPEAN PLU,NOKIA,1,
0027F2000002000002,IPASO ODU TRP-8G-2E 266M UP-F N,NOKIA,1,
RW-59S0-2550,HBS 5.XGHZ ETSI SMART INT. SECTOR ANT.,NOKIA,1,
EA-WA7AMPR3,BS-2201 1.7G-AMPR3,NOKIA,1,
CS7279102,XP FR 698-960/2X1710-2690 65 17/18DBI AT,ERICSSON AB,1,
EA-WA7AMPR4,BS-2201 1.7G-AMPR4,NOKIA,1,
CS7279101,XP FR 698-960/2X1710-2690 65 16/18DBI AT,ERICSSON AB,1,
