item_code,description,vendor,Consumable or not,
603-016/68C23I,TX7177(7247)1.29,,1,
603-016/68C23J,TX7177(7247)1.31,,1,
603-016/68C24H,TX 7205 (7135) 1.28,,1,
603-016/68C24I,TX7205(7135)1.29,,1,
603-016/68C24J,TX7205(7135)1.31,,1,
603-016/68C25H,TX7233(7163)1.28,,1,
603-016/68C25I,TX7233(7163)1.29,,1,
603-016/68C25J,TX7233(7163)1.31,,1,
603-016/68C26H,TX7317(7387)1.28,,1,
603-016/68C26I,TX7317(7387)1.29,,1,
603-016/68C26J,TX7317(7387)1.31,,1,
603-016/68C27H,TX7345(7415)1.28,,1,
603-016/68C27I,TX7345(7415)1.29,,1,
603-016/68C27J,TX7345(7415)1.31,,1,
603-016/68C28H,TX7373(7303)1.28,,1,
603-016/68C28I,TX7373(7303)1.29,,1,
603-016/68C28J,TX7373(7303)1.31,,1,
603-016/68C29H,TX7401(7331)1.28,,1,
603-016/68C29I,TX7401(7331)1.29,,1,
603-016/68C29J,TX7401(7331)1.31,,1,
603-016/68C95H,TX7128(7198)1.28,,1,
603-016/68C95I,TX7128(7198)1.29,,1,
603-016/68C95J,TX7128(7198)1.31,,1,
603-016/68C96H,TX7135(7205)1.28,,1,
603-016/68C96I,TX7135(7205)1.29,,1,
603-016/68C96J,TX7135(7205)1.31,,1,
603-016/68C97H,TX7142(7212)1.28,,1,
603-016/68C97I,TX7142(7212)1.29,,1,
603-016/68C97J,TX7142(7212)1.31,,1,
603-016/68C98H,TX7149(7219)1.28,,1,
603-016/68C98I,TX7149(7219)1.29,,1,
603-016/68C98J,TX 7149 (7219) 1.31,,1,
603-016/68C99H,TX7156(7226)1.28,,1,
603-016/68C99I,TX7156(7226)1.29,,1,
603-016/68C99J,TX7156(7226)1.31,,1,
603-016/68CA0H,TX7163(7233)1.28,,1,
603-016/68CA0I,TX7163(7233)1.29,,1,
603-016/68CA0J,TX7163(7233)1.31,,1,
603-016/68CA1H,TX7170(7240)1.28,,1,
603-016/68CA1I,TX7170(7240)1.29,,1,
603-016/68CA1J,TX7170(7240)1.31,,1,
603-016/68CA2H,TX 7177 (7247) 1.28,,1,
603-016/68CA2I,TX 7177 (7247) 1.29,,1,
603-016/68CA2J,TX 7177 (7247) 1.31,,1,
603-016/68CA3H,TX7184(7254)1.28,,1,
603-016/68CA3I,TX7184(7254)1.29,,1,
603-016/68CA3J,TX7184(7254)1.31,,1,
603-016/68CA4H,TX7191(7261)1.28,,1,
603-016/68CA4I,TX7191(7261)1.29,,1,
603-016/68CA4J,TX7191(7261)1.31,,1,
603-016/68CA5H,TX7198(7268)1.28,,1,
603-016/68CA5I,TX7198(7268)1.29,,1,
603-016/68CA5J,TX7198(7268)1.31,,1,
603-016/68CA6H,TX7205(7135)1.28,,1,
603-016/68CA6I,TX 7205 (7135) 1.29,,1,
603-016/68CA6J,TX 7205 (7135) 1.31,,1,
603-016/68CA7H,TX7212(7142)1.28,,1,
603-016/68CA7I,TX7212(7142)1.29,,1,
603-016/68CA7J,TX7212(7142)1.31,,1,
603-016/68CA8H,TX7219(7149)1.28,,1,
603-016/68CA8I,TX7219(7149)1.29,,1,
603-016/68CA8J,TX7219(7149)1.31,,1,
603-016/68CA9H,TX7226(7156)1.28,,1,
603-016/68CA9I,TX7226(7156)1.29,,1,
603-016/68CA9J,TX7226(7156)1.31,,1,
603-016/68CB0H,TX 7233 (7163) 1.28,,1,
603-016/68CB0I,TX 7233 (7163) 1.29,,1,
603-016/68CB0J,TX 7233 (7163) 1.31,,1,
603-016/68CB1H,TX7240(7170)1.28,,1,
603-016/68CB1I,TX7240(7170)1.29,,1,
603-016/68CB1J,TX7240(7170)1.31,,1,
603-016/68CB5H,TX7289(7359)1.28,,1,
603-016/68CB5I,TX7289(7359)1.29,,1,
603-016/68CB5J,TX7289(7359)1.31,,1,
603-016/68CB6H,TX7296(7296)1.28,,1,
603-016/68CB6I,TX7296(7296)1.29,,1,
603-016/68CB6J,TX7296(7296)1.31,,1,
603-016/68CB7H,TX7303(7373)1.28,,1,
603-016/68CB7I,TX7303(7373)1.29,,1,
603-016/68CB7J,TX7303(7373)1.31,,1,
603-016/68CB8H,TX7310(7310)1.28,,1,
603-016/68CB8I,TX7310(7310)1.29,,1,
603-016/68CB8J,TX7310(7310)1.31,,1,
603-016/68CB9H,TX 7317 (7387) 1.28,,1,
603-016/68CB9I,TX 7317 (7387) 1.29,,1,
603-016/68CB9J,TX 7317 (7387) 1.31,,1,
603-016/68CC0H,TX7324(7394)1.28,,1,
603-016/68CC0I,TX7324(7394)1.29,,1,
603-016/68CC0J,TX7324(7394)1.31,,1,
603-016/68CC1H,TX7331(7401)1.28,,1,
603-016/68CC1I,TX7331(7401)1.29,,1,
603-016/68CC1J,TX7331(7401)1.31,,1,
603-016/68CC2H,TX7338(7408)1.28,,1,
603-016/68CC2I,TX7338(7408)1.29,,1,
603-016/68CC2J,TX7338(7408)1.31,,1,
603-016/68CC3H,TX 7345 (7415) 1.28,,1,
603-016/68CC3I,TX 7345 (7415) 1.29,,1,
603-016/68CC3J,TX 7345 (7415) 1.31,,1,
603-016/68CC4H,TX7352(7282)1.28,,1,
603-016/68CC4I,TX7352(7282)1.29,,1,
603-016/68CC4J,TX7352(7282)1.31,,1,
603-016/68CC5H,TX7359(7289)1.28,,1,
603-016/68CC5I,TX7359(7289)1.29,,1,
603-016/68CC5J,TX7359(7289)1.31,,1,
603-016/68CC6H,TX7366(7296)1.28,,1,
603-016/68CC6I,TX7366(7296)1.29,,1,
603-016/68CC6J,TX7366(7296)1.31,,1,
603-016/68CC7H,TX 7373 (7303) 1.28,,1,
603-016/68CC7I,TX 7373 (7303) 1.29,,1,
603-016/68CC7J,TX 7373 (7303) 1.31,,1,
603-016/68CC8H,TX7380(7310)1.28,,1,
603-016/68CC8I,TX7380(7310)1.29,,1,
603-016/68CC8J,TX7380(7310)1.31,,1,
603-016/68CC9H,TX7387(7317)1.28,,1,
603-016/68CC9I,TX7387(7317)1.29,,1,
603-016/68CC9J,TX7387(7317)1.31,,1,
603-016/68CD0H,TX7394(7324)1.28,,1,
603-016/68CD0I,TX7394(7324)1.29,,1,
603-016/68CD0J,TX7394(7324)1.31,,1,
603-016/68CD1H,TX 7401 (7331) 1.28,,1,
603-016/68CD1I,TX 7401 (7331) 1.29,,1,
603-016/68CD1J,TX 7401 (7331) 1.31,,1,
603-016/68D,_7_ TRANSMITTER UNIT,,1,
603-016/68D30H,TX7429(7499)1.28,,1,
603-016/68D30I,TX7429(7499)1.29,,1,
603-016/68D30J,TX7429(7499)1.31,,1,
603-016/68D31H,TX7457(7527)1.28,,1,
603-016/68D31I,TX7457(7527)1.29,,1,
603-016/68D31J,TX7457(7527)1.31,,1,
603-016/68D32H,TX7485(7555)1.28,,1,
603-016/68D32I,TX7485(7555)1.29,,1,
603-016/68D32J,TX7485(7555)1.31,,1,
603-016/68D33H,TX7513(7443)1.28,,1,
603-016/68D33I,TX7513(7443)1.29,,1,
603-016/68D33J,TX7513(7443)1.31,,1,
603-016/68D34H,TX7541(7471)1.28,,1,
603-016/68D34I,TX7541(7471)1.29,,1,
603-016/68D34J,TX7541(7471)1.31,,1,
603-016/68D35H,TX7569(7499)1.28,,1,
603-016/68D35I,TX7569(7499)1.29,,1,
603-016/68D35J,TX7569(7499)1.31,,1,
603-016/68D36H,TX7625(7695)1.28,,1,
603-016/68D36I,TX7625(7695)1.29,,1,
603-016/68D36J,TX7625(7695)1.31,,1,
603-016/68D37H,TX7653(7723)1.28,,1,
603-016/68D37I,TX7653(7723)1.29,,1,
603-016/68D37J,TX7653(7723)1.31,,1,
603-016/68D38H,TX7681(7611)1.28,,1,
603-016/68D38I,TX7681(7611)1.29,,1,
603-016/68D38J,TX7681(7611)1.31,,1,
603-016/68D39H,TX7709(7639)1.28,,1,
603-016/68D39I,TX7709(7639)1.29,,1,
603-016/68D39J,TX7709(7639)1.31,,1,
603-016/68D40H,TX7737(7667)1.28,,1,
603-016/68D40I,TX7737(7667)1.29,,1,
603-016/68D40J,TX7737(7667)1.31,,1,
603-016/68D51H,TX 7442 (7512) 1.28,,1,
603-016/68D51I,TX7442(7512)1.29,,1,
603-016/68D51J,TX7442(7512)1.31,,1,
603-016/68D52H,TX 7470 (7540) 1.28,,1,
603-016/68D52I,TX7470(7540)1.29,,1,
603-016/68D52J,TX7470(7540)1.31,,1,
603-016/68D53H,TX7498(7428)1.28,,1,
603-016/68D53I,TX7498(7428)1.29,,1,
603-016/68D53J,TX7498(7428)1.31,,1,
603-016/68D54H,TX 7526 (7456) 1.28,,1,
603-016/68D54I,TX7526(7456)1.29,,1,
603-016/68D54J,TX7526(7456)1.31,,1,
603-016/68D55H,TX7554(7484)1.28,,1,
603-016/68D55I,TX7554(7484)1.29,,1,
603-016/68D55J,TX7554(7484)1.31,,1,
603-016/68D56H,TX7596(7666)1.28,,1,
603-016/68D56I,TX 7596 (7666) 1.29,,1,
603-016/68D56J,TX7596(7666)1.31,,1,
603-016/68D57H,TX7624(7694)1.28,,1,
603-016/68D57I,TX7624(7694)1.29,,1,
603-016/68D57J,TX7624(7694)1.31,,1,
603-016/68D58H,TX7652(7582)1.28,,1,
603-016/68D58I,TX7652(7582)1.29,,1,
603-016/68D58J,TX7652(7582)1.31,,1,
603-016/68D59H,TX 7680 (7610) 1.28,,1,
603-016/68D59I,TX 7680 (7610) 1.29,,1,
603-016/68D59J,TX7680(7610)1.31,,1,
603-016/68D60H,TX7708(7638)1.28,,1,
603-016/68D60I,TX7708(7638)1.29,,1,
603-016/68D60J,TX 7708 (7638) 1.31,,1,
603-016/68DH5H,TX7428(7498)1.28,,1,
603-016/68DH5I,TX7428(7498)1.29,,1,
603-016/68DH5J,TX7428(7498)1.31,,1,
603-016/68DH6H,TX7435(7505)1.28,,1,
603-016/68DH6I,TX7435(7505)1.29,,1,
603-016/68DH6J,TX7435(7505)1.31,,1,
603-016/68DH7H,TX7442(7512)1.28,,1,
603-016/68DH7I,TX 7442 (7512) 1.29,,1,
603-016/68DH7J,TX 7442 (7512) 1.31,,1,
603-016/68DH8H,TX7449(7519)1.28,,1,
603-016/68DH8I,TX7449(7519)1.29,,1,
603-016/68DH8J,TX7449(7519)1.31,,1,
603-016/68DH9H,TX7456(7526)1.28,,1,
603-016/68DH9I,TX7456(7526)1.29,,1,
603-016/68DH9J,TX7456(7526)1.31,,1,
603-016/68DI0H,TX7463(7533)1.28,,1,
603-016/68DI0I,TX7463(7533)1.29,,1,
603-016/68DI0J,TX7463(7533)1.31,,1,
603-016/68DI1H,TX7470(7540)1.28,,1,
603-016/68DI1I,TX 7470 (7540) 1.29,,1,
603-016/68DI1J,TX 7470 (7540) 1.31,,1,
603-016/68DI2H,TX7477(7547)1.28,,1,
603-016/68DI2I,TX7477(7547)1.29,,1,
603-016/68DI2J,TX7477(7547)1.31,,1,
603-016/68DI3H,TX7484(7554)1.28,,1,
603-016/68DI3I,TX7484(7554)1.29,,1,
603-016/68DI3J,TX7484(7554)1.31,,1,
603-016/68DI4H,TX7491(7561)1.28,,1,
603-016/68DI4I,TX7491(7561)1.29,,1,
603-016/68DI4J,TX7491(7561)1.31,,1,
603-016/68DI5H,TX7498(7568)1.28,,1,
603-016/68DI5I,TX7498(7568)1.29,,1,
603-016/68DI5J,TX7498(7568)1.31,,1,
603-016/68DI6H,TX7505(7575)1.28,,1,
603-016/68DI6I,TX7505(7575)1.29,,1,
603-016/68DI6J,TX7505(7575)1.31,,1,
603-016/68DI7H,TX7512(7582)1.28,,1,
603-016/68DI7I,TX7512(7582)1.29,,1,
603-016/68DI7J,TX7512(7582)1.31,,1,
603-016/68DI8H,TX7519(7449)1.28,,1,
603-016/68DI8I,TX7519(7449)1.29,,1,
603-016/68DI8J,TX7519(7449)1.31,,1,
603-016/68DI9H,TX7526(7456)1.28,,1,
603-016/68DI9I,TX 7526 (7456) 1.29,,1,
603-016/68DI9J,TX 7526 (7456) 1.31,,1,
603-016/68DJ0H,TX7533(7463)1.28,,1,
603-016/68DJ0I,TX7533(7463)1.29,,1,
603-016/68DJ0J,TX7533(7463)1.31,,1,
603-016/68DJ1H,TX7540(7470)1.28,,1,
603-016/68DJ1I,TX7540(7470)1.29,,1,
603-016/68DJ1J,TX7540(7470)1.31,,1,
603-016/68DJ2H,TX7547(7477)1.28,,1,
603-016/68DJ2I,TX7547(7477)1.29,,1,
603-016/68DJ2J,TX7547(7477)1.31,,1,
603-016/68DJ3H,TX 7554 (7484) 1.28,,1,
603-016/68DJ3I,TX 7554 (7484) 1.29,,1,
603-016/68DJ3J,TX 7554 (7484) 1.31,,1,
603-016/68DJ4H,TX7561(7491)1.28,,1,
603-016/68DJ4I,TX7561(7491)1.29,,1,
603-016/68DJ4J,TX7561(7491)1.31,,1,
603-016/68DJ5H,TX7589(7659)1.28,,1,
603-016/68DJ5I,TX7589(7659)1.29,,1,
603-016/68DJ5J,TX7589(7659)1.31,,1,
603-016/68DJ6H,TX 7596 (7666) 1.28,,1,
603-016/68DJ6I,TX7596(7666)1.29,,1,
603-016/68DJ6J,TX 7596 (7666) 1.31,,1,
603-016/68DJ7H,TX7603(7673)1.28,,1,
603-016/68DJ7I,TX7603(7673)1.29,,1,
603-016/68DJ7J,TX7603(7673)1.31,,1,
603-016/68DJ8H,TX7610(7680)1.28,,1,
603-016/68DJ8I,TX7610(7680)1.29,,1,
603-016/68DJ8J,TX7610(7680)1.31,,1,
603-016/68DJ9H,TX7617(7687)1.28,,1,
603-016/68DJ9I,TX7617(7687)1.29,,1,
603-016/68DJ9J,TX7617(7687)1.31,,1,
603-016/68DK0H,TX 7624 (7694) 1.28,,1,
603-016/68DK0I,TX 7624 (7694) 1.29,,1,
603-016/68DK0J,TX 7624 (7694) 1.31,,1,
603-016/68DK1H,TX7631(7701)1.28,,1,
603-016/68DK1I,TX7631(7701)1.29,,1,
603-016/68DK1J,TX7631(7701)1.31,,1,
603-016/68DK2H,TX7638(7708)1.28,,1,
603-016/68DK2I,TX7638(7708)1.29,,1,
603-016/68DK2J,TX7638(7708)1.31,,1,
603-016/68DK3H,TX7645(7715)1.28,,1,
603-016/68DK3I,TX7645(7715)1.29,,1,
603-016/68DK3J,TX7645(7715)1.31,,1,
603-016/68DK4H,TX7652(7722)1.28,,1,
603-016/68DK4I,TX7652(7722)1.29,,1,
603-016/68DK4J,TX7652(7722)1.31,,1,
603-016/68DK5H,TX7659(7589)1.28,,1,
603-016/68DK5I,TX7659(7589)1.29,,1,
603-016/68DK5J,TX7659(7589)1.31,,1,
603-016/68DK6H,TX7666(7596)1.28,,1,
603-016/68DK6I,TX7666(7596)1.29,,1,
603-016/68DK6J,TX7666(7596)1.31,,1,
603-016/68DK7H,TX7673(7603)1.28,,1,
603-016/68DK7I,TX7673(7603)1.29,,1,
603-016/68DK7J,TX7673(7603)1.31,,1,
603-016/68DK8H,TX7680(7610)1.28,,1,
603-016/68DK8I,TX7680(7610)1.29,,1,
603-016/68DK8J,TX 7680 (7610) 1.31,,1,
603-016/68DK9H,TX7687(7617)1.28,,1,
603-016/68DK9I,TX7687(7617)1.29,,1,
603-016/68DK9J,TX7687(7617)1.31,,1,
603-016/68DL0H,TX7694(7624)1.28,,1,
603-016/68DL0I,TX7694(7624)1.29,,1,
603-016/68DL0J,TX7694(7624)1.31,,1,
603-016/68DL1H,TX7701(7631)1.28,,1,
603-016/68DL1I,TX7701(7631)1.29,,1,
603-016/68DL1J,TX7701(7631)1.31,,1,
603-016/68DL2H,TX 7708 (7638) 1.28,,1,
603-016/68DL2I,TX 7708 (7638) 1.29,,1,
603-016/68DL2J,TX7708(7638)1.31,,1,
603-016/68DL3H,TX7715(7645)1.28,,1,
603-016/68DL3I,TX7715(7645)1.29,,1,
603-016/68DL3J,TX7715(7645)1.31,,1,
603-016/68DL4H,TX7722(7652)1.28,,1,
603-016/68DL4I,TX7722(7652)1.29,,1,
603-016/68DL4J,TX7722(7652)1.31,,1,
603-016/69A,_8_ TRANSMITTER UNIT,NOKIA,1,
603-016/69AANH,TX 7925.6 (7995.6) 1.28,,1,
603-016/69AANI,TX 7925.6 (7995.6) 1.29,,1,
603-016/69AANJ,TX 7925.6 (7995.6) 1.31,,1,
603-016/69AAOH,TX 7955.25 (8025.25) 1.28,,1,
603-016/69AAOI,TX 7955.25 (8025.25) 1.29,,1,
603-016/69AAOJ,TX 7955.25 (8025.25) 1.31,,1,
603-016/69AN9H,TX 7687 (7499) 1.28,,1,
603-016/69AN9I,TX 7687 (7499) 1.29,,1,
603-016/69AN9J,TX 7687 (7499) 1.31,NSN,1,
603-016/69AO0H,TX 7715 (7527) 1.28,,1,
603-016/69AO0I,TX 7715 (7527) 1.29,,1,
603-016/69AO0J,TX 7715 (7527) 1.31,,1,
603-016/69AO1H,TX 7743 (7555) 1.28,,1,
603-016/69AO1I,TX 7743 (7555) 1.29,,1,
603-016/69AO1J,TX 7743 (7555) 1.31,,1,
603-016/69AO2H,TX 7771 (7443) 1.28,,1,
603-016/69AO2I,TX 7771 (7443) 1.29,,1,
603-016/69AO2J,TX 7771 (7443) 1.31,,1,
603-016/69AO3H,TX 7799 (7471) 1.28,,1,
603-016/69AO3I,TX 7799 (7471) 1.29,,1,
603-016/69AO3J,TX 7799 (7471) 1.31,,1,
603-016/69AO4H,TX 7827 (7499) 1.28,,1,
603-016/69AO4I,TX 7827 (7499) 1.29,,1,
603-016/69AO4J,TX 7827 (7499) 1.31,,1,
603-016/69AO5H,TX 7855 (7695) 1.28,,1,
603-016/69AO5I,TX 7855 (7695) 1.29,,1,
603-016/69AO5J,TX 7855 (7695) 1.31,,1,
603-016/69AO6H,TX 7883 (7723) 1.28,,1,
603-016/69AO6I,TX 7883 (7723) 1.29,,1,
603-016/69AO6J,TX 7883 (7723) 1.31,,1,
603-016/69AR9H,TX 7747.7 (7817.7) 1.28,,1,
603-016/69AR9I,TX 7747.7 (7817.7) 1.29,,1,
603-016/69AR9J,TX 7747.7 (7817.7) 1.31,,1,
603-016/69AS0H,TX 7777.35 (7847.35) 1.28,,1,
603-016/69AS0I,TX 7777.35 (7847.35) 1.29,,1,
603-016/69AS0J,TX 7777.35 (7847.35) 1.31,NOKIA,1,
603-016/69AS1H,TX 7807 (7877) 1.28,,1,
603-016/69AS1I,TX 7807 (7877) 1.29,,1,
603-016/69AS1J,TX 7807 (7877) 1.31,,1,
603-016/69AS2H,TX 7836.65 (7906.65) 1.28,,1,
603-016/69AS2I,TX 7836.65 (7906.65) 1.29,,1,
603-016/69AS2J,TX 7836.65 (7906.65) 1.31,,1,
603-016/69AS3H,TX 7866.3 (7796.3) 1.28,,1,
603-016/69AS3I,TX 7866.3 (7796.3) 1.29,,1,
603-016/69AS3J,TX 7866.3 (7796.3) 1.31,,1,
603-016/69AS4H,TX 7895.95 (7825.95) 1.28,,1,
603-016/69AS4I,TX 7895.95 (7825.95) 1.29,,1,
603-016/69AS4J,TX 7895.95 (7825.95) 1.31,NOKIA,1,
603-016/69AS5H,TX 7925.6 (7855.6) 1.28,,1,
603-016/69AS5I,TX 7925.6 (7855.6) 1.29,,1,
603-016/69AS5J,TX 7925.6 (7855.6) 1.31,,1,
603-016/69AS6H,TX 7955.25 (7885.25) 1.28,,1,
603-016/69AS6I,TX 7955.25 (7885.25) 1.29,,1,
603-016/69AS6J,TX 7955.25 (7885.25) 1.31,,1,
603-016/69AT5H,TX 7732.875(7802.875)1.28,,1,
603-016/69AT5I,TX 7732.875(7802.875)1.29,,1,
603-016/69AT5J,TX 7732.875(7802.875)1.31,,1,
603-016/69AT6H,TX 7762.525(7832.525)1.28,,1,
603-016/69AT6I,TX 7762.525(7832.525)1.29,,1,
603-016/69AT6J,TX 7762.525(7832.525)1.31,,1,
603-016/69AT7H,TX 7792.175(7862.175)1.28,,1,
603-016/69AT7I,TX 7792.175(7862.175)1.29,,1,
603-016/69AT7J,TX 7792.175(7862.175)1.31,,1,
603-016/69AT8H,TX 7821.825(7891.825)1.28,,1,
603-016/69AT8I,TX 7821.825(7891.825)1.29,,1,
603-016/69AT8J,TX 7821.825(7891.825)1.31,,1,
603-016/69AT9H,TX 7851.475(7781.475)1.28,,1,
603-016/69AT9I,TX 7851.475(7781.475)1.29,,1,
603-016/69AT9J,TX 7851.475(7781.475)1.31,,1,
603-016/69AU0H,TX 7881.125(7811.125)1.28,,1,
603-016/69AU0I,TX 7881.125(7811.125)1.29,,1,
603-016/69AU0J,TX 7881.125(7811.125)1.31,,1,
603-016/69AU1H,TX 7910.775(7840.775)1.28,,1,
603-016/69AU1I,TX 7910.775(7840.775)1.29,,1,
603-016/69AU1J,TX 7910.775(7840.775)1.31,,1,
603-016/69AU2H,TX 7940.425(7870.425)1.28,,1,
603-016/69AU2I,TX 7940.425(7870.425)1.29,,1,
603-016/69AU2J,TX 7940.425(7870.425)1.31,,1,
603-016/69B,_8_ TRANSMITTER UNIT,NOKIA,1,
603-016/69BS7H,TX 8059.02 (8129.02) 1.28,,1,
603-016/69BS7I,TX 8059.02 (8129.02) 1.29,,1,
603-016/69BS7J,TX 8059.02 (8129.02) 1.31,,1,
603-016/69BS8H,TX 8088.67 (8158.67) 1.28,,1,
603-016/69BS8I,TX 8088.67 (8158.67) 1.29,,1,
603-016/69BS8J,TX 8088.67 (8158.67) 1.31,,1,
603-016/69BS9H,TX 8118.32 (8188.32) 1.28,,1,
603-016/69BS9I,TX 8118.32 (8188.32) 1.29,,1,
603-016/69BS9J,TX 8118.32 (8188.32) 1.31,NOKIA,1,
603-016/69BT0H,TX 8147.97 (8217.97) 1.28,,1,
603-016/69BT0I,TX 8147.97 (8217.97) 1.29,,1,
603-016/69BT0J,TX 8147.97 (8217.97) 1.31,,1,
603-016/69BT1H,TX 8177.62 (8107.62) 1.28,,1,
603-016/69BT1I,TX 8177.62 (8107.62) 1.29,,1,
603-016/69BT1J,TX 8177.62 (8107.62) 1.31,,1,
603-016/69BT2H,TX 8207.27 (8137.27) 1.28,,1,
603-016/69BT2I,TX 8207.27 (8137.27) 1.29,,1,
603-016/69BT2J,TX 8207.27 (8137.27) 1.31,NOKIA,1,
603-016/69BT3H,TX 8236.92 (8166.92) 1.28,,1,
603-016/69BT3I,TX 8236.92 (8166.92) 1.29,,1,
603-016/69BT3J,TX 8236.92 (8166.92) 1.31,,1,
603-016/69BT4H,TX 8266.57 (8196.57) 1.28,,1,
603-016/69BT4I,TX 8266.57 (8196.57) 1.29,,1,
603-016/69BT4J,TX 8266.57 (8196.57) 1.31,,1,
603-016/69BU3H,TX 8044.195(8114.195)1.28,,1,
603-016/69BU3I,TX 8044.195(8114.195)1.29,,1,
603-016/69BU3J,TX 8044.195(8114.195)1.31,NSN,1,
603-016/69BU4H,TX 8073.845(8143.845)1.28,,1,
603-016/69BU4I,TX 8073.845(8143.845)1.29,,1,
603-016/69BU4J,TX 8073.845(8143.845)1.31,,1,
603-016/69BU5H,TX 8103.495(8173.495)1.28,,1,
603-016/69BU5I,TX 8103.495(8173.495)1.29,,1,
603-016/69BU5J,TX 8103.495(8173.495)1.31,,1,
603-016/69BU6H,TX 8133.145(8203.145)1.28,,1,
603-016/69BU6I,TX 8133.145(8203.145)1.29,,1,
603-016/69BU6J,TX 8133.145(8203.145)1.31,,1,
603-016/69BU7H,TX 8162.795(8092.795)1.28,,1,
603-016/69BU7I,TX 8162.795(8092.795)1.29,,1,
603-016/69BU7J,TX 8162.795(8092.795)1.31,,1,
603-016/69BU8H,TX 8192.445(8122.445)1.28,,1,
603-016/69BU8I,TX 8192.445(8122.445)1.29,,1,
603-016/69BU8J,TX 8192.445(8122.445)1.31,,1,
603-016/69BU9H,TX 8222.095(8152.095)1.28,,1,
603-016/69BU9I,TX 8222.095(8152.095)1.29,,1,
603-016/69BU9J,TX 8222.095(8152.095)1.31,,1,
603-016/69BV0H,TX 8251.745(8181.745)1.28,,1,
603-016/69BV0I,TX 8251.745(8181.745)1.29,,1,
603-016/69BV0J,TX 8251.745(8181.745)1.31,,1,
603-016/69C,_8_ TRANSMITTER UNIT,,1,
603-016/69CW7H,TX7926(7996)1.28,,1,
603-016/69CW7I,TX7926(7996)1.29,,1,
603-016/69CW7J,TX7926(7996)1.31,,1,
603-016/69CW8H,TX7954(8024)1.28,,1,
603-016/69CW8I,TX7954(8024)1.29,,1,
603-016/69CW8J,TX7954(8024)1.31,,1,
603-016/69CW9H,TX7982(8052)1.28,,1,
603-016/69CW9I,TX7982(8052)1.29,,1,
603-016/69CW9J,TX7982(8052)1.31,,1,
603-016/69CX0H,TX8010(8080)1.28,,1,
603-016/69CX0I,TX8010(8080)1.29,,1,
603-016/69CX0J,TX8010(8080)1.31,,1,
603-016/69CX1H,TX8038(7968)1.28,,1,
603-016/69CX1I,TX8038(7968)1.29,,1,
603-016/69CX1J,TX8038(7968)1.31,,1,
603-016/69CX2H,TX8066(7996)1.28,,1,
603-016/69CX2I,TX8066(7996)1.29,,1,
603-016/69CX2J,TX8066(7996)1.31,,1,
603-016/69CX3H,TX8094(8024)1.28,,1,
603-016/69CX3I,TX8094(8024)1.29,,1,
603-016/69CX3J,TX8094(8024)1.31,,1,
603-016/69CX4H,TX8122(8052)1.28,,1,
603-016/69CX4I,TX8122(8052)1.29,,1,
603-016/69CX4J,TX8122(8052)1.31,,1,
603-016/69D,_8_ TRANSMITTER UNIT,,1,
603-016/69E,_8_ TRANSMITTER UNIT,NOKIA,1,
603-016/69ES7H,TX 8059.02 (8129.02) 1.28,,1,
603-016/69ES7I,TX 8059.02 (8129.02) 1.29,,1,
603-016/69ES7J,TX 8059.02 (8129.02) 1.31,,1,
603-016/69ES8H,TX 8088.67 (8158.67) 1.28,,1,
603-016/69ES8I,TX 8088.67 (8158.67) 1.29,,1,
603-016/69ES8J,TX 8088.67 (8158.67) 1.31,,1,
603-016/69ES9H,TX 8118.32 (8188.32) 1.28,,1,
603-016/69ES9I,TX 8118.32 (8188.32) 1.29,,1,
603-016/69ES9J,TX 8118.32 (8188.32) 1.31,,1,
603-016/69ET0H,TX 8147.97 (8217.97) 1.28,,1,
603-016/69ET0I,TX 8147.97 (8217.97) 1.29,,1,
603-016/69ET0J,TX 8147.97 (8217.97) 1.31,,1,
603-016/69ET1H,TX 8177.62 (8107.62) 1.28,,1,
603-016/69ET1I,TX 8177.62 (8107.62) 1.29,,1,
603-016/69ET1J,TX 8177.62 (8107.62) 1.31,,1,
603-016/69ET2H,TX 8207.27 (8137.27) 1.28,,1,
603-016/69ET2I,TX 8207.27 (8137.27) 1.29,,1,
603-016/69ET2J,TX 8207.27 (8137.27) 1.31,,1,
603-016/69ET3H,TX 8236.92 (8166.92) 1.28,,1,
603-016/69ET3I,TX 8236.92 (8166.92) 1.29,,1,
603-016/69ET3J,TX 8236.92 (8166.92) 1.31,,1,
603-016/69ET4H,TX 8266.57 (8196.57) 1.28,,1,
603-016/69ET4I,TX 8266.57 (8196.57) 1.29,,1,
603-016/69ET4J,TX 8266.57 (8196.57) 1.31,,1,
603-016/69EU3H,TX 8044.195(8114.195)1.28,,1,
603-016/69EU3I,TX 8044.195(8114.195)1.29,,1,
603-016/69EU3J,TX 8044.195(8114.195)1.31,,1,
603-016/69EU4H,TX 8073.845(8143.845)1.28,,1,
603-016/69EU4I,TX 8073.845(8143.845)1.29,,1,
603-016/69EU4J,TX 8073.845(8143.845)1.31,,1,
603-016/69EU5H,TX 8103.495(8173.495)1.28,,1,
603-016/69EU5I,TX 8103.495(8173.495)1.29,,1,
603-016/69EU5J,TX 8103.495(8173.495)1.31,,1,
603-016/69EU6H,TX 8133.145(8203.145)1.28,,1,
603-016/69EU6I,TX 8133.145(8203.145)1.29,,1,
603-016/69EU6J,TX 8133.145(8203.145)1.31,,1,
603-016/69EU7H,TX 8162.795(8092.795)1.28,,1,
